rotation,row,col,cell,stagegrid,newtime
audience,1,-1,-1,offstage,0
stageright,1,-1,-1,offstage,22.66078073
stageright,1,-1,-1,offstage,32.96113561
stageright,1,-1,-1,offstage,49.44170342
stageright,1,-1,-1,offstage,65.92227123
stageright,1,-1,-1,offstage,82.40283904
stageright,1,-1,-1,offstage,99.91344233
stageright,1,-1,-1,offstage,115.3639746
stageright,1,-1,-1,offstage,131.8445425
stageright,1,-1,-1,offstage,148.3251103
stageright,1,-1,-1,offstage,164.8056781
stageright,1,-1,-1,offstage,181.2862459
stageright,1,-1,-1,offstage,197.7668137
stageright,1,-1,-1,offstage,214.2473815
stageright,1,-1,-1,offstage,230.7279493
stageright,1,-1,-1,offstage,247.2085171
stageright,1,-1,-1,offstage,263.6890849
stageright,1,-1,-1,offstage,281.1996882
stageright,1,-1,-1,offstage,296.6502205
stageright,1,-1,-1,offstage,313.1307883
stageright,1,-1,-1,offstage,329.6113561
stageright,1,-1,-1,offstage,346.0919239
stageright,1,-1,-1,offstage,362.5724918
stageright,1,-1,-1,offstage,379.0530596
stageright,1,-1,-1,offstage,395.5336274
stageright,1,-1,-1,offstage,412.0141952
stageright,1,-1,-1,offstage,428.494763
stageright,2,-1,-1,offstage,444.9753308
stageright,2,-1,-1,offstage,461.4558986
stageright,2,-1,-1,offstage,477.9364664
stageright,2,-1,-1,offstage,494.4170342
stageright,2,-1,-1,offstage,510.897602
stageright,2,-1,-1,offstage,527.3781698
stageright,2,-1,-1,offstage,543.8587376
stageright,2,-1,-1,offstage,560.3393054
stageright,2,-1,-1,offstage,576.8198732
stageright,2,-1,-1,offstage,593.3004411
stageright,2,-1,-1,offstage,609.7810089
stageright,2,-1,-1,offstage,626.2615767
stageright,2,-1,-1,offstage,642.7421445
stageright,2,-1,-1,offstage,659.2227123
stageright,2,-1,-1,offstage,675.7032801
stageright,2,-1,-1,offstage,692.1838479
stageright,2,-1,-1,offstage,708.6644157
stageright,2,-1,-1,offstage,725.1449835
