time,x,y,owner1337005133779,368,352.5,
1337005133786,368,352.5,
1337005133802,368,352.5,
1337005133818,368,352.5,
1337005133834,368,352.5,
1337005133850,368,352.5,
1337005133866,368,352.5,
1337005133882,368,352.5,
1337005133898,368,352.5,
1337005133913,368,352.5,
1337005133930,368,352.5,
1337005133946,368,352.5,
1337005133962,368,352.5,
1337005133978,368,352.5,
1337005133993,368,352.5,
1337005134009,368,352.5,
1337005134026,368,352.5,
1337005134042,368,352.5,
1337005134058,368,352.5,
1337005134074,368,352.5,
1337005134090,368,352.5,
1337005134106,368,352.5,
1337005134122,368,352.5,
1337005134138,368,352.5,
1337005134154,368,352.5,
1337005134170,368,352.5,
1337005134186,368,352.5,
1337005134201,368,352.5,
1337005134218,368,352.5,
1337005134234,368,352.5,
1337005134250,368,352.5,
1337005134266,368,352.5,
1337005134282,368,352.5,
1337005134298,368,352.5,
1337005134314,368,352.5,
1337005134330,368,352.5,
1337005134346,368,352.5,
1337005134362,368,352.5,
1337005134378,368,352.5,
1337005134394,368,352.5,
1337005134410,368,352.5,
1337005134426,368,352.5,
1337005134442,368,352.5,
1337005134458,368,352.5,
1337005134474,368,352.5,
1337005134489,368,352.5,
1337005134506,368,352.5,
1337005134522,368,352.5,
1337005134538,368,352.5,
1337005134554,368,352.5,
1337005134569,368,352.5,
1337005134586,368,352.5,
1337005134602,368,352.5,
1337005134618,368,352.5,
1337005134634,368,352.5,
1337005134650,368,352.5,
1337005134666,368,352.5,
1337005134682,368,352.5,
1337005134698,368,352.5,
1337005134714,368,352.5,
1337005134730,368,352.5,
1337005134746,368,352.5,
1337005134762,368,352.5,
1337005134778,368,352.5,
1337005134794,368,352.5,
1337005134810,368,352.5,
1337005134826,368,352.5,
1337005134842,368,352.5,
1337005134858,368,352.5,
1337005134874,368,352.5,
1337005134890,368,352.5,
1337005134906,368,352.5,
1337005134922,368,352.5,
1337005134938,368,352.5,
1337005134954,368,352.5,
1337005134970,368,352.5,
1337005134986,368,352.5,
1337005135002,368,352.5,
1337005135018,368,352.5,
1337005135034,368,352.5,
1337005135050,368,352.5,
1337005135066,368,352.5,
1337005135082,368,352.5,
1337005135098,368,352.5,
1337005135114,368,352.5,
1337005135130,368,352.5,
1337005135146,368,352.5,
1337005135162,368,352.5,
1337005135178,368,352.5,
1337005135194,368,352.5,
1337005135210,368,352.5,
1337005135226,368,352.5,
1337005135242,368,352.5,
1337005135258,368,352.5,
1337005135274,368,352.5,
1337005135290,368,352.5,
1337005135306,368,352.5,
1337005135322,368,352.5,
1337005135338,368,352.5,
1337005135354,368,352.5,
1337005135369,368,352.5,
1337005135386,368,352.5,
1337005135402,368,352.5,
1337005135418,368,352.5,
1337005135434,368,352.5,
1337005135450,368,352.5,
1337005135466,368,352.5,
1337005135482,368,352.5,
1337005135498,368,352.5,
1337005135514,368,352.5,
1337005135530,368,352.5,
1337005135546,368,352.5,
1337005135562,368,352.5,
1337005135578,368,352.5,
1337005135593,368,352.5,
1337005135610,368,352.5,
1337005135626,368,352.5,
1337005135642,368,352.5,
1337005135658,368,352.5,
1337005135674,368,352.5,
1337005135690,368,352.5,
1337005135706,368,352.5,
1337005135722,368,352.5,
1337005135738,368,352.5,
1337005135754,368,352.5,
1337005135770,368,352.5,
1337005135786,368,352.5,
1337005135802,368,352.5,
1337005135818,368,352.5,
1337005135834,368,352.5,
1337005135850,368,352.5,
1337005135866,368,352.5,
1337005135882,368,352.5,
1337005135898,368,352.5,
1337005135914,368,352.5,
1337005135930,368,352.5,
1337005135946,368,352.5,
1337005135962,368,352.5,
1337005135978,368,352.5,
1337005135994,368,352.5,
1337005136010,368,352.5,
1337005136026,368,352.5,
1337005136042,368,352.5,
1337005136058,368,352.5,
1337005136074,368,352.5,
1337005136090,368,352.5,
1337005136106,368,352.5,
1337005136122,368,352.5,
1337005136138,368,352.5,
1337005136154,368,352.5,
1337005136170,368,352.5,
